receipt_id,user_id,bonusPointsEarned,bonusPointsEarnedReason,createDate_epoch,createDate,dateScanned_epoch,dateScanned,finishedDate_epoch,finishedDate,ModifyDate_epoch,modifyDate,pointsAwardedDate_epoch,pointsAwardedDate,purchaseDate_epoch,purchaseDate,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent
5ffe1b630a7214ad28001c79,59c124bae4b0299e55b0f330,,,1610488675000,2021-01-12 21:57:55.000,1610488675000,2021-01-12 21:57:55.000,1610488675000.0,2021-01-12 21:57:55.000,1610488675000,2021-01-12 21:57:55.000,,,1610409600000.0,2021-01-12 00:00:00,,,PENDING,28.57
5ffce8250a720f0515003510,59c124bae4b0299e55b0f330,,,1610410021000,2021-01-12 00:07:01.000,1610410021000,2021-01-12 00:07:01.000,,,1610410021000,2021-01-12 00:07:01.000,,,,,,,SUBMITTED,
5ffe1fa40a7214ad2800427f,59c124bae4b0299e55b0f330,,,1610489764000,2021-01-12 22:16:04.000,1610489764000,2021-01-12 22:16:04.000,1610489764000.0,2021-01-12 22:16:04.000,1610489764000,2021-01-12 22:16:04.000,,,1610409600000.0,2021-01-12 00:00:00,,,PENDING,28.57
5ffce78c0a7214ad4e001045,59c124bae4b0299e55b0f330,,,1610409867000,2021-01-12 00:04:27.000,1610409867000,2021-01-12 00:04:27.000,,,1610409867000,2021-01-12 00:04:27.000,,,,,,,SUBMITTED,
5ffe23cf0a720f05ac006cc2,59c124bae4b0299e55b0f330,,,1610490831000,2021-01-12 22:33:51.000,1610490831000,2021-01-12 22:33:51.000,1610490831000.0,2021-01-12 22:33:51.000,1610490831000,2021-01-12 22:33:51.000,,,1610409600000.0,2021-01-12 00:00:00,,,PENDING,28.57
5ffcef570a720f0515004e91,59c124bae4b0299e55b0f330,,,1610411863000,2021-01-12 00:37:43.000,1610411863000,2021-01-12 00:37:43.000,1610411863000.0,2021-01-12 00:37:43.000,1610411863000,2021-01-12 00:37:43.000,,,1610409600000.0,2021-01-12 00:00:00,,,PENDING,28.57
5ffce8000a7214ad4e002b57,59c124bae4b0299e55b0f330,,,1610409982000,2021-01-12 00:06:22.000,1610409982000,2021-01-12 00:06:22.000,,,1610409982000,2021-01-12 00:06:22.000,,,,,,,SUBMITTED,
5fff26c20a7214ad4c00000a,5fff26bfb3348b03eb45bb32,5.0,All-receipts receipt bonus,1610557122000,2021-01-13 16:58:42.000,1610557122000,2021-01-13 16:58:42.000,1610557123000.0,2021-01-13 16:58:43.000,1610557128000,2021-01-13 16:58:48.000,1610557123000.0,2021-01-13 16:58:43,1610496000000.0,2021-01-13 00:00:00,5.0,2.0,FINISHED,29.0
5fff0f630a7214ad28006e2d,5fff0f4fb3348b03eb45abb0,5.0,All-receipts receipt bonus,1610551139000,2021-01-13 15:18:59.000,1610551139000,2021-01-13 15:18:59.000,1610551140000.0,2021-01-13 15:19:00.000,1610551140000,2021-01-13 15:19:00.000,1610551140000.0,2021-01-13 15:19:00,1610551139000.0,2021-01-13 15:18:59,55.0,1.0,FINISHED,0.99
5fff56370a720f05f3000033,54943462e4b07e684157a532,45.0,COMPLETE_PARTNER_RECEIPT,1610569271000,2021-01-13 20:21:11.000,1610569271000,2021-01-13 20:21:11.000,1610569272000.0,2021-01-13 20:21:12.000,1610569272000,2021-01-13 20:21:12.000,1610569272000.0,2021-01-13 20:21:12,1610482871000.0,2021-01-12 20:21:11,50.0,1.0,FINISHED,1.0
5fff4ca00a7214ad4c000029,5fff4beedf9ace121f0c17ea,,,1610566816000,2021-01-13 19:40:16.000,1610566816000,2021-01-13 19:40:16.000,1610566817000.0,2021-01-13 19:40:17.000,1610566817000,2021-01-13 19:40:17.000,1610566817000.0,2021-01-13 19:40:17,1610480416000.0,2021-01-12 19:40:16,800.0,9.0,FINISHED,89.91
5fff26ee0a720f05f300001a,5fff2698b3348b03eb45bb10,25.0,COMPLETE_NONPARTNER_RECEIPT,1610557166000,2021-01-13 16:59:26.000,1610557166000,2021-01-13 16:59:26.000,1610557166000.0,2021-01-13 16:59:26.000,1610557166000,2021-01-13 16:59:26.000,1610557166000.0,2021-01-13 16:59:26,1613235566000.0,2021-02-13 16:59:26,25.0,1.0,FINISHED,1.0
5fff4c910a720f05f3000026,5fff4beedf9ace121f0c17ea,,,1610566801000,2021-01-13 19:40:01.000,1610566801000,2021-01-13 19:40:01.000,1610566802000.0,2021-01-13 19:40:02.000,1610566802000,2021-01-13 19:40:02.000,1610566802000.0,2021-01-13 19:40:02,1609286400000.0,2020-12-30 00:00:00,250.0,5.0,FINISHED,49.95
5ffe17e20a720f05ac0000e7,5ffe115404929101d0aaebb2,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610487778000,2021-01-12 21:42:58.000,1610487778000,2021-01-12 21:42:58.000,,,1610553654000,2021-01-13 16:00:54.000,,,1610409600000.0,2021-01-12 00:00:00,750.0,1.0,REJECTED,2.29
5fff561b0a720f05f300002e,5fff561abd4dff11dda8fa2b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610569243000,2021-01-13 20:20:43.000,1610569243000,2021-01-13 20:20:43.000,1610569245000.0,2021-01-13 20:20:45.000,1610569245000,2021-01-13 20:20:45.000,1610569245000.0,2021-01-13 20:20:45,1610569243000.0,2021-01-13 20:20:43,1750.0,1.0,FINISHED,10.0
5fff26fd0a720f05f300001d,5fff2698b3348b03eb45bb10,5.0,All-receipts receipt bonus,1610557181000,2021-01-13 16:59:41.000,1610557181000,2021-01-13 16:59:41.000,,,1610557181000,2021-01-13 16:59:41.000,1610557181000.0,2021-01-13 16:59:41,1610470781000.0,2021-01-12 16:59:41,2005.0,1.0,FLAGGED,1.0
5fff26fb0a7214ad4c000019,5fff2698b3348b03eb45bb10,25.0,COMPLETE_NONPARTNER_RECEIPT,1610557179000,2021-01-13 16:59:39.000,1610557179000,2021-01-13 16:59:39.000,1610557181000.0,2021-01-13 16:59:41.000,1610557185000,2021-01-13 16:59:45.000,1610557181000.0,2021-01-13 16:59:41,1610470779000.0,2021-01-12 16:59:39,35.0,1.0,FINISHED,1.0
5fff564a0a7214ad4c000030,5fff55dabd4dff11dda8f5f1,45.0,COMPLETE_PARTNER_RECEIPT,1610569290000,2021-01-13 20:21:30.000,1610569290000,2021-01-13 20:21:30.000,1610569290000.0,2021-01-13 20:21:30.000,1610569290000,2021-01-13 20:21:30.000,1610569290000.0,2021-01-13 20:21:30,1610482890000.0,2021-01-12 20:21:30,50.0,1.0,FINISHED,1.0
5fff4c8e0a720f05f3000025,5fff4beedf9ace121f0c17ea,45.0,COMPLETE_PARTNER_RECEIPT,1610566798000,2021-01-13 19:39:58.000,1610566798000,2021-01-13 19:39:58.000,1610566798000.0,2021-01-13 19:39:58.000,1610566798000,2021-01-13 19:39:58.000,1610566798000.0,2021-01-13 19:39:58,1610480398000.0,2021-01-12 19:39:58,50.0,1.0,FINISHED,1.0
5fff4c810a720f05f3000023,5fff4beedf9ace121f0c17ea,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1610566785000,2021-01-13 19:39:45.000,1610566785000,2021-01-13 19:39:45.000,1610566786000.0,2021-01-13 19:39:46.000,1610566786000,2021-01-13 19:39:46.000,1610566786000.0,2021-01-13 19:39:46,1610480385000.0,2021-01-12 19:39:45,250.0,1.0,FINISHED,10.0
5fff4c8a0a7214ad4c000025,5fff4beedf9ace121f0c17ea,5.0,All-receipts receipt bonus,1610566794000,2021-01-13 19:39:54.000,1610566794000,2021-01-13 19:39:54.000,1610566795000.0,2021-01-13 19:39:55.000,1610566795000,2021-01-13 19:39:55.000,1610566795000.0,2021-01-13 19:39:55,1610258400000.0,2021-01-10 06:00:00,5.0,5.0,FINISHED,49.95
